Apelido,Username,Data/Hora,Respondendo,Texto,link_img,Comentarios,Retweets,Likes
Vilão $$,@Ferreirasktt,2021-01-19T02:31:32.000Z,"Meu braço ta precisando de uma vacina

A vacina:",,https://pbs.twimg.com/media/EsD7p5tWMAAn07V?format=jpg&name=small,,9,10
Leonel Radde,@LeonelRadde,2021-01-19T01:52:49.000Z,"A vacina chegou ao Rio Grande do Sul! Apesar de todo o esforço dos negacionistas para atrapalhar, a ciência sempre vence! ",,https://pbs.twimg.com/media/EsDyyzzXMAMPRQZ?format=jpg&name=small,4.0,24,477
Jornal Correio,@correio24horas,2021-01-19T01:45:55.000Z,"EM SOLO BAIANO!!!

Primeiras doses da vacina contra covid-19 chegam à Bahia http://glo.bo/2NjpGKn

#correio24h",,https://pbs.twimg.com/ext_tw_video_thumb/1351345082490884099/pu/img/gLYWYoVeM88hjTSx.jpg,22.0,108,433
Mauricio Stycer,@mauriciostycer,2021-01-19T01:41:05.000Z,"Da 
@folha
 Grupo Boca Livre racha depois de discussão sobre vacina contra coronavírus","Grupo Boca Livre racha depois de discussão sobre vacina contra coronavírus - 18/01/2021 - Ilustrada...
Segundo músicos, divergências com Maurício Maestro já vinham acontencendo, mas tema da vacina foi gota d'água
folha.uol.com.br",https://pbs.twimg.com/card_img/1351308153263161344/JgkVSTfQ?format=jpg&name=small,12.0,17,67
Correio do Povo,@correio_dopovo,2021-01-19T02:19:11.000Z,URGENTE: Rio Grande do Sul aplica as primeiras doses da vacina contra a Covid-19,"AO VIVO
95 espectadores
Correio do Povo
@correio_dopovo
URGENTE: Rio Grande do Sul aplica as primeiras doses da vacina contra a Covid-19
pscp.tv",https://pbs.twimg.com/card_img/1351358824574308357/95iKpRZk?format=jpg&name=orig,2.0,30,89
esperando o dia D e a hr H,@neitanmoreira,2021-01-19T02:39:39.000Z,"É sobre esperança e felicidade.

No dia 18 de Março de 2020 aquilo se iniciava e uma palavra: “vacina” era apenas um dos nossos melhores e mais fictícios sonhos ... e hoje 18/01/2021 ela, de verdade, aterrissou em solo baiano e podemos soltar o grito de: A VACINA CHEGOU! ",,https://pbs.twimg.com/ext_tw_video_thumb/1351358592889315329/pu/img/4yp-h9_i4-Qcja5c.jpg,,1,3
Folha Poder,@folha_poder,2021-01-19T02:21:02.000Z,Bolsonaro condiciona democracia a militares em meio a pressão após derrota da vacina,"Bolsonaro condiciona democracia a militares em meio a pressão após derrota da vacina - 18/01/2021 -...
Apesar de insatisfação da cúpula militar com ministro da Saúde, presidente disse que pretende manter Pazuello, mas cobrou mudanças em reunião nesta segunda (18)
folha.uol.com.br",https://pbs.twimg.com/card_img/1349738699639062528/-YFaf6R_?format=jpg&name=small,15.0,10,42
Bia Kicis,@Biakicis,2021-01-18T21:39:51.000Z,"Poucas horas ou dias após a vacinação, 23 idosos morrem na Noruega. A indagação é se morreram em razão de algum efeito colateral ou simplesmente por serem idosos. De qualquer forma, na Noruega mudaram os critérios para vacinação dos idosos.",,https://pbs.twimg.com/media/EsC4424W8AgkF9x?format=jpg&name=small,366.0,"1,1 mil","4,2 mil"
GZH,@gzhdigital,2021-01-19T02:06:13.000Z,"Eloína Gonçalves Born, de 99 anos, será a primeira idosa a receber a vacina contra a covid-19 nesta segunda-feira (18). 
 

Acompanhe ao vivo: http://gzh.rs/2LAo0vH

Informação de 
@DanielScola",,https://pbs.twimg.com/media/EsD1x4oWMAAffp3?format=jpg&name=small,4.0,38,158
Vacina Já para todo povo,@nuncaparedeler,2021-01-19T01:31:17.000Z,Mais de 210 mil mortes até quando vamos quer que lidar com um presidente Anti Vacina e Anti Ciência??? Abaixo o retrocesso!!!!  #QueremosImpeachment #ImpeachmentBolsonaro,,https://pbs.twimg.com/media/EsDt3WsXMAc65yD?format=jpg&name=medium,1.0,16,30
Izanildo Sabino -13.580 #ForaBolsonaroEBando,@izanildo_sabino,2021-01-19T01:08:04.000Z,"Aconteceu em Manaus em 2020 e em breve acontecerá novamente. Agora com a vacina contra a covid-19 a segurança reforçada.

Bolsonaro vai cair!! 

#QueremosImpeachment",,https://pbs.twimg.com/ext_tw_video_thumb/1351334989435187202/pu/img/kxXKpHcu-mCq-_di.jpg,2.0,53,106
Jô Galvão Lula da Silva,@galvao_jo,2021-01-19T02:02:47.000Z,"Muitas vidas poderiam ter sido salvas se o sereal Killer, BOSTAnaro, tivesse fechado a matraca.
Fez progando de cloroquina, indo contra a Ciência, provocou aglomeracões, fez críticas a vacina brasileira, sapateia no túmulo dos mortos.
 É um assassino!   
#QueremosImpeachment",,https://pbs.twimg.com/media/EsD1Er6XcAE9mg8?format=jpg&name=small,,17,36
"Arthur, THE MACEDO",@AA_Macedo,2021-01-19T00:45:47.000Z,A VACINA COMEÇOU EM MINAS CARALHOOOWW 5 VACINADOS ATÉ AGR AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,https://pbs.twimg.com/media/EsDjZCrXAAEgHva?format=jpg&name=small,,6,21
Alessandrine - VACINA JÁ !,@alessandrinepon,2021-01-19T01:46:06.000Z,"VIVA O SUS, VIVA A CIÊNCIA, VIVA A VACINA, VIVA AOS POVOS INDÍGENAS  !","Citar Tweet
A Crítica
@ACritica
 · 1 h
VANDA ORTEGA FOI VACINADA! 
A primeira amazonense a ser vacinada é indígena e profissional da área da saúde! Viva a vacina! VIVA A CIÊNCIA!  

#VacinaNoAM #CompartilheACrítica
0:11
2,4 mil visualizações",https://pbs.twimg.com/profile_images/1212473766678323201/gLcH3REg_mini.jpg,,5,16
Reich Moreno,@ReichMoreno,2021-01-19T02:12:11.000Z,"Confia na Vacina, vai imunizar sim. Vai todo mundo livre do coronavirus.",,https://pbs.twimg.com/media/EsD3BJXW8AIdiYF?format=jpg&name=small,2.0,5,14
O Corvo,@0C0RV0,2021-01-19T01:11:03.000Z,"Não basta não querer tomar a vacina, vão te obrigar a tomar",,https://pbs.twimg.com/media/EsDpGn2XEAE-Q79?format=jpg&name=small,37.0,87,484
will,@willdemg,2021-01-19T00:48:13.000Z,Kkkk depois da vacina eu vou para praia pegar um bronze nas escamas,,https://pbs.twimg.com/media/EsDkATqXcAAHgUu?format=jpg&name=small,,6,11
GovernoES,@GovernoES,2021-01-19T01:32:36.000Z,"A primeira capixaba a receber a vacina contra o novo Coronavírus é Iolanda Brito da Silva, técnica de enfermagem que atua na linha de frente do combate à doença.

O Espírito Santo iniciou hoje a vacinação contra a Covid-19 #VacinaeConfia",,https://pbs.twimg.com/ext_tw_video_thumb/1351341707267371011/pu/img/TKHAMN9AnE1GYRQf.jpg,,19,56
"Mellanie Fontes-Dutra, PhD
#TodosPelasVacinas",@mellziland,2021-01-19T01:45:59.000Z,"Algumas notícias sobre a Sputnik-V: nesse último sábado, a 
@anvisa_oficial
 afirmou que a vacina candidata não atingiu os requisitos mínimos para o pedido de uso emergencial aqui no país. Acompanha o fiozinho abaixo que vou comentar rapidinho que que tá rolando",GIF,https://pbs.twimg.com/tweet_video_thumb/EsDxOZNXYAQbzev.jpg,9.0,19,110
Jornal Nacional,@jornalnacional,2021-01-19T01:24:24.000Z,"O país é um dos maiores fabricantes do mundo de IFA, sigla para Ingrediente Farmacêutico Ativo, e vai fornecê-lo para o Butantan e a Fiocruz produzirem as vacinas no Brasil: https://glo.bo/2KrZlIV #JN","Matéria-prima para a fabricação da CoronaVac e da vacina de Oxford vem da China
O país é um dos maiores fabricantes do mundo de IFA, sigla para Ingrediente Farmacêutico Ativo, e vai fornecê-lo para o Butantan e a Fiocruz produzirem as vacinas no Brasil.
g1.globo.com",https://pbs.twimg.com/card_img/1351339699093254144/aFRgLw7J?format=jpg&name=small,19.0,23,172
VaporDaft,@Th3Daft,2021-01-19T00:53:29.000Z,"Vacina do Coronga:
como acham que vai ser// Como vai ser",,https://pbs.twimg.com/media/EsDlCOHXYAQXmi1?format=jpg&name=360x360,2.0,8,17
Taís Paranhos VACINA JÁ,@tparanhos,2021-01-19T01:05:06.000Z,"""Enfermeiro, guerreiro, do Povo Brasileiro!""

Dona Perpétua, a primeira pernambucana vacinada!",,https://pbs.twimg.com/media/EsDnwNIXYAcNy1a?format=png&name=small,,1,19
bgm1lgr4u,@bgm1lgr4u,2021-01-19T00:53:56.000Z,Primeira remessa da vacina acaba de chegar em Mato Grosso,,https://pbs.twimg.com/media/EsDlUS3W4AMvojl?format=jpg&name=small,,1,20
Governo do Estado do Paraná,@governoparana,2021-01-19T01:14:06.000Z,"Lucimar é uma das nossas heroínas no combate ao coronavírus e, hoje, ela recebeu no Paraná a primeira dose da vacina contra a Covid-19!
Nascida em Paranaguá, a enfermeira faz atendimento à casos suspeitos de Covid-19 no pronto-socorro do Complexo Hospitalar do Trabalhador.",,https://pbs.twimg.com/media/EsDoyfrW4AEYW6q?format=jpg&name=small,5.0,17,41
Delmo Fonseca (NO DM),@DelmoFonseca,2021-01-19T02:36:16.000Z,A politização da vacina tem levado à morte os mais vulneráveis. Uma vacina experimental com eficácia contestada para um vírus de baixa letalidade. Está havendo uma naturalização da cultura da morte. Quem se responsabilizará pelas vidas perdidas?,,https://pbs.twimg.com/media/EsD8u_LXIAIoZT1?format=jpg&name=360x360,,2,3
A Bula da Vacina,@Pahoneyl,2021-01-19T02:44:02.000Z,O que a Pequena sereia e a Ariana Grande tem em comum?,,https://pbs.twimg.com/media/EsD-d1bXYAYuiMG?format=jpg&name=360x360,1.0,,1
MorningStar,@NetoEmerson7804,2021-01-19T01:09:06.000Z,"Vai vendo como isso vai terminar.

Justa causa para quem não tomar vacina? ",,https://pbs.twimg.com/media/EsDoyXyXcAgop3F?format=jpg&name=small,17.0,16,53
Thiago Souza,@Thiagoesza,2021-01-19T01:04:00.000Z,Eu só quero a vacina porque gostosa eu já sou.,,https://pbs.twimg.com/media/EsDnnu8XYAQLdey?format=jpg&name=small,,1,3
Sobral.com,@dom_sobral,2021-01-19T02:25:26.000Z,Vacina em Sobral: duas mulheres são vacinadas na noite desta segunda-feira (18/01). https://bit.ly/2XSdceL,,https://pbs.twimg.com/media/EsD6Qk6W4AI-AZk?format=jpg&name=360x360,,,1
molamoliss_,@molamoliss,2021-01-19T01:46:15.000Z,Look p tomar vacina : vou usar um vestido com uma blusa aqui amarrada e uma bota e o cabelo solto de prancha,,https://pbs.twimg.com/media/EsDxSiyXcAAwAq6?format=jpg&name=small,,1,1
Danilo Gentili,@DaniloGentili,2021-01-19T02:08:07.000Z,"Tão tentando enganar os véio do zap com essa narrativa agora. 

Ficaram o dia inteiro tentando emplacar alguma e nada.",,https://pbs.twimg.com/media/EsD2S_EXUAAeLTw?format=jpg&name=small,216.0,165,"1,5 mil"
Leticia Kojima,@KojimaLeticia,2021-01-19T02:11:40.000Z,"Tá ""serto"", pesquisadores trabalho dia e noite p fingir costume até o alecrim dourado se comover e """"""""""financiar"""""""""" a vacina",,https://pbs.twimg.com/media/EsD3HBVXUAAKHqH?format=jpg&name=small,,,36
Belera •,@Belemito_,2021-01-19T01:56:23.000Z,"Aqui no trampo depois da vacina
#Coronavac",,https://pbs.twimg.com/media/EsDzmz5XIAMWLuB?format=jpg&name=small,,1,2
Agência Pública,@agenciapublica,2021-01-19T01:00:01.000Z,"Epidemiologista Ethel Maciel alerta: “Mesmo que tenhamos uma cobertura vacinal grande, ainda teremos que usar máscaras e continuar com as medidas de prevenção.”","Ethel Maciel: ""Vai estourar em outros estados” e vacina da Covid-19 é a “melhor estratégia"" para...
Para epidemiologista, o que acontece primeiro em Manaus acontece no resto do Brasil; “A pergunta que não quer calar é: quais os estoques de oxigênio dos outros estados? A gente está preparado?”
apublica.org",https://pbs.twimg.com/card_img/1350106471921496066/gO12gfsn?format=png&name=small,,8,42
"ClaudioAthaydeBeringhs
15/03 Eu Vou",@ClaudioBeringhs,2021-01-19T00:59:46.000Z,"Já começaram a culpar o Presidente Bolsonaro por possíveis efeitos colaterais da vacina? Ou ainda tá cedo pra isso?

#QueroBolsonaroAte2026
Sobre Manaus ","De 
ClaudioAthaydeBeringhs
15/03 Eu Vou",https://pbs.twimg.com/ext_tw_video_thumb/1351309654807236611/pu/img/F0rysXu3F0w0Lm4T.jpg,2.0,26,30
Vem Vacina,@jamilllynobre,2021-01-19T01:03:40.000Z,"Entre mortos e feridos, salvaram-se os melhores 
#FinalAmorSemIgual",,https://pbs.twimg.com/media/EsDnipSXcAUFWxX?format=jpg&name=small,,1,8
Alessandrine - VACINA JÁ !,@alessandrinepon,2021-01-19T02:39:19.000Z,"#amazonaspelavida |
Doe para grupos das periferias de Manaus
http://apoia.se/amazonaspelavida…

Associação Difusão Amazonas
CNPJ: 011.100.697/0001-99
Banco: Caixa Econômica Federal
Agência: 2987
Conta Corrente: 1035-6
Operação: 003 - Conta Corrente de Pessoa Jurídica",,https://pbs.twimg.com/media/EsD9b3PXcAEZeEO?format=jpg&name=small,1.0,8,7
Débora,@Dbora07523181,2021-01-19T02:16:43.000Z,#QueremosImpeachment Eu na plenitude depois de tomar vacina só esperando o #ImpeachmentDeBolsonaro,,https://pbs.twimg.com/media/EsD4Q-5XIAAHIwn?format=jpg&name=240x240,,1,
Patrícia Gaffo,@PBGaffo,2021-01-19T00:35:33.000Z,"Em resposta a 
@nuncaparedeler
 @marivarella
 e 
@siqueira__andre","Acho que mesmo com vídeo não adianta. Na minha cidade tem um monte de gente falando que não vai tomar, que não é obrigado, que fizeram o uso do tal kit e que vão continuar a usar. Que tem comprovação científica. ",https://abs-0.twimg.com/emoji/v2/svg/1f631.svg,2.0,1,13
Heitor KD A VACINA MORE?,@lc_heitor,2021-01-19T01:48:55.000Z,A decadência de um ex-cantor fracassado #QueremosImpeachmeant,,https://pbs.twimg.com/media/EsDx5sIWMAMxOi8?format=jpg&name=small,,2,2
Suzanna Borba,@suzannaborba1,2021-01-19T01:10:49.000Z,É real! Meu País Pernambuco tem vacina! #Emocionada,,https://pbs.twimg.com/ext_tw_video_thumb/1351336169703940099/pu/img/jQVyuoGXRhdiuKOf.jpg,,,1
Igor Anjos,@pleasureigor,2021-01-19T02:35:43.000Z,Cadê a minha vacina?!,,https://pbs.twimg.com/media/EsD8nL5XAAAeFYu?format=jpg&name=900x900,,,
"ღJô Poubellღ
FICA EM",@JoPoubell,2021-01-19T01:21:07.000Z,"Aguardando essa vacina 
#QueremosImpeachment",,https://pbs.twimg.com/media/EsDrid2XcAceFf_?format=jpg&name=small,,9,24
𝙱𝚎𝚝𝚘,@oBetoSilva,2021-01-19T01:59:32.000Z,"O 
@Bettosp_71
 já está faturando com a vacina ",,https://pbs.twimg.com/media/EsD0VHqXMAI8YpY?format=jpg&name=small,1.0,,2
Secretaria da Saúde,@SES_RS,2021-01-19T02:40:31.000Z,"""A gente acredita nos nossos cientistas e nas nossas instituições de pesquisa"", frisou o governador #vacina #vacinacontraacovid19 #vacinadacovid19

Acompanhe em","Governo do Rio Grande do Sul
Canal oficial do Governo do Estado do Rio Grande do Sul. Visite nosso Portal: www.rs.gov.br, acompanhe e interaja também no Facebook: https://www.facebook.com/GovernodoRS e Twitter: https://twitter...
youtube.com",https://pbs.twimg.com/card_img/1349040482651922434/pSEBnXq0?format=jpg&name=240x240,,,5
Adee_Flores,@adeesantana,2021-01-19T01:56:44.000Z,"Aos puxadores de tag. Aos que tem relevância. Vamos chamar um panelaço pra amanhã, pra depois, pra todos os dias.
Não vamos deixar genocida se criar em cima da vacina que desdenhou.
#QueremosImpeachment",,https://pbs.twimg.com/media/EsDzsTQXMAM0wZ6?format=jpg&name=360x360,,1,3
Sturgs 213,@Sturgs2,2021-01-19T02:32:50.000Z,Obrigado Bolsonaro por me dar a vacina adiantado ,,https://pbs.twimg.com/media/EsD79CpXUAE7a7E?format=jpg&name=small,1.0,,1
"ALEXANDRE
Vem Vacina",@alexandrepontz,2021-01-19T02:33:18.000Z,Não aguento mais ver esse umbigo arregaçado que o menino usava pra sexo,,https://pbs.twimg.com/media/EsD8DzzXYAUtoDl?format=jpg&name=small,,,3
L. Sartori Molino VACINA JÁ!!,@lesarmol,2021-01-19T01:14:57.000Z,"Printem esse tuíte de 
@muylaerte
. Começa a circular (e não apenas em Brasília) a informação de que...","Citar Tweet
Muylaerte
@muylaerte
 · 2 h
ATENÇÃO! Caso Mandetta e Nelson Teich tenham sido coagidos a assinar protocolos governamentais recomendando cloroquina, e eles testemunhem neste sentido, o governo Bolsonaro acaba.",https://pbs.twimg.com/profile_images/564921482187272192/-iE8HIar_mini.jpeg,,1,9
Matuê aventureira,@Mait75261198,2021-01-19T02:01:06.000Z,"""Vacina com 50% de eficácia"" eu::;",,https://pbs.twimg.com/media/EsD0sK_XYAMijlK?format=jpg&name=small,,,
William Walace,@willwalacebr,2021-01-19T01:37:39.000Z,"Cristo Redentor com medo da vacina, orando novamente:
""Deus meu, Deus meu..
de novo?""",,https://pbs.twimg.com/media/EsDvUNeXcAATX1B?format=jpg&name=900x900,2.0,3,16
AlessahBR,@BolsonaroFiel38,2021-01-19T02:17:48.000Z,- RÁPIDO MIGA! TOMA LOGO ESSA VACINA PRA IR COMIGO NO BANHEIRO! TÔ APERTADA PRA FAZER XIXI. ...,,https://pbs.twimg.com/media/EsD4R4eXMAES1dX?format=png&name=small,1.0,2,6
Mauricio Nardi Jr,@MauricioNardiJ5,2021-01-19T01:47:29.000Z,"Quem foi o único presidente, no mundo inteiro, a NÃO comemorar o início da vacinação? Quem seria tão CANALHA assim?!
Vou dar uma dica. Ele começou a frase assim:
 ""Apesar da vacina...",,https://pbs.twimg.com/media/EsDxkt1XYAAmFNg?format=jpg&name=small,,1,8
genilson,@genilsons753qw,2021-01-19T01:44:23.000Z,"#QueremosImpeachment
Já tô com alucinações kkkk 
Ñ vejo a hora de tomar essa vacina",,https://pbs.twimg.com/ext_tw_video_thumb/1351344708610625536/pu/img/Fdw-XxV5yAH1AkOj.jpg,,4,9
Samuel Erick,@samuel_erick_14,2021-01-19T02:04:14.000Z,"Hmmmmmmm 
.... achei q quem tinha politizado a vacina fosse o 
@jairbolsonaro
... mas já vi que não....

 (#QueroBolsonaroAte2026)",,https://pbs.twimg.com/ext_tw_video_thumb/1351349589320863750/pu/img/9lZLKvX8j0Qv_Pw7.jpg,,9,10
QueimaKengaral,@QueimaKengaral3,2021-01-19T02:37:07.000Z,"Não se preocupem GADO fãs do capitão Cloroquina a vacina de voce tem em estoque, basta passar em qualquer veterinária. 
#ImpeachmentBolsonaro #BolsonaroGenocida",,https://pbs.twimg.com/media/EsD87tGW4AEEgn_?format=jpg&name=small,,,1
Diogo Cabral,@Diogotapuio,2021-01-19T02:38:57.000Z,"Isso é de uma gravidade extrema! O Estado do Amazonas e todos os estados da Federação precisam se manifestar sobre esta situação concreta! 
@Karibuxi
 @indiadeiphone
 @alice_pataxo
 @Juaonyn","Citar Tweet
elaizefarias
@elaizefarias
 · 15 min
Em resposta a @Diogotapuio
Até o momento o governo do AM não me respondeu se há plano de vacinas todos os indígenas. Em Manaus, há cerca de 30 mil autodeclarados indígenas.",https://pbs.twimg.com/profile_images/1343563941314768906/Rcem69bb_mini.jpg,,,6
nay,@naysemchakra,2021-01-19T02:13:25.000Z,meu look no dia da vacina #QueremosImpeachment,,https://pbs.twimg.com/media/EsD3gS4WMAom8OQ?format=jpg&name=small,,,1
A Gazeta ES,@AGazetaES,2021-01-19T00:56:42.000Z,Secretários de Saúde já esperam nova crise da vacina com falta de doses,"Secretários de Saúde já esperam nova crise da vacina com falta de doses
De acordo com dirigentes, já é consenso, no Conass (Conselho Nacional de Secretários de Saúde), que as 6 milhões de doses distribuídas vão acabar rapidamente.
agazeta.com.br",https://pbs.twimg.com/card_img/1351117725825966087/bWccoyao?format=jpg&name=small,3.0,3,8
Izabel Viola,@bel_viola,2021-01-19T01:24:26.000Z,#QueremosImpeachment queremos vacina ... queria Bozo em Bangu8,,https://pbs.twimg.com/media/EsDsS88XcEIP7gF?format=jpg&name=medium,,1,3
Burrinho Investidor,@donkeymoni,2021-01-19T02:36:51.000Z,Voltando no Uber após ter tomado a vacina ,,https://pbs.twimg.com/media/EsD83ZCXEAEZ5JK?format=jpg&name=900x900,,,
Leão,@Leo61987693,2021-01-19T02:21:02.000Z,"Tirando esse governador FDP que temos aqui, chega da uma emoção em saber que ja começou a vacina aqui em Pernambuco. #PernambucomeuPaís! #Vemvacina!!",,https://pbs.twimg.com/ext_tw_video_thumb/1351353683003506691/pu/img/pd5jJteZSmVxz4K8.jpg,,,
Neto Barros,@_Neto_Barros_,2021-01-19T02:25:54.000Z,"A matéria-prima da vacina vem da China.
O oxigênio, da Venezuela.
A Ford foi para a Argentina.
E por onde andam Bolsonaro, os falsos médicos e a turma da latrina?
Por aí, agasalhando a cloroquina.",,https://pbs.twimg.com/ext_tw_video_thumb/1351355100258828288/pu/img/vs-T8N2_e9V-gT2_.jpg,,,
Daniele Schueler,@DanieleSchueler,2021-01-19T01:17:26.000Z,Eu indo tomar vacina ,,https://pbs.twimg.com/ext_tw_video_thumb/1351337901318168578/pu/img/X4Hs2FVQbf6B1P08.jpg,,,
Mila,@Mila84334685,2021-01-19T01:05:43.000Z,"Já posso tomar a vacina sem medo de mutações. O homi da Lei, a calopsita da justiça não mudou nada! #advogadoPaloma",,https://pbs.twimg.com/media/EsDoA6FXAAANIFY?format=jpg&name=small,,,2
luis lagarto,@luislagarto,2021-01-19T02:25:02.000Z,"a ""vacina do brasil"", nas palavras de #jairtantan.",,https://pbs.twimg.com/media/EsD6CcwXAAAmJ13?format=png&name=small,,,
"Toda vida é importante, VACINA JÁ",@vivi2877,2021-01-19T00:55:44.000Z,"Música linda pros meus ouvidos #ForaBolsonaro
Isso é só o começo...
#QueremosImpeachment","Citar Tweet
Afonso Borges (máscara é a vacina da hora)
@afonsoborges
 · 5 h
Hoje, na Av. Djalma Batista, centro de Manaus. O refrão é uma música! Ouçam. Começou! A. 

#ImpeachmentDeBolsonaro 
#ForaBolsonaro
Mostrar esta sequência
1:09
36,8 mil visualizações",https://pbs.twimg.com/profile_images/1295887474120589318/HKbtNjQ6_mini.jpg,1.0,5,8
Welton Vilela,@vilela_welton,2021-01-19T00:53:18.000Z,"Vacina já está em solo mato grossense e logo logo estará gerando esperança em nosso povo 
#vacina #CoronaVac",,https://pbs.twimg.com/media/EsDlK27XEAIQMDD?format=jpg&name=small,,,1
Se_nos_é_de_Jacuípe_vei,@SeJacuipe,2021-01-19T01:20:20.000Z,"Eu achando que iria tomar a vacina, sendo que a vacina é pra maiores de 18 anos. 

EU VOU MORRER CARAAA",,https://pbs.twimg.com/media/EsDrW-cXUAIyGqr?format=jpg&name=small,,,1
Fabio,@Fabio53665845,2021-01-19T02:06:25.000Z,"Só louco para tomar isso 

Engraçado q os remédios q estão ajudando a salvar vidas anos de testes e comprovação funcional tinham contra indicações 
Agora uma porcaria de vacina q nem testada foi criada em meses essa não tem contra indicação kkkk palermas",,https://pbs.twimg.com/media/EsD15v9W8AgIeYV?format=jpg&name=small,,,
Elinalva Ferreira,@elinalvaferreir,2021-01-19T00:51:27.000Z,#JornalNacional vem em mim vacina ,,https://pbs.twimg.com/ext_tw_video_thumb/1351328985536471040/pu/img/4p8Bs1FKIHvPtG6g.jpg,,,2
David,@Davidnascunha,2021-01-19T01:45:10.000Z,Obrigado Senhor por essa vacina que vai salvar a nós todos.,,https://pbs.twimg.com/media/EsDxCsiXIAMJKRL?format=jpg&name=small,,,
Hugo Ramos,@hugoramosyout,2021-01-19T01:07:06.000Z,Eu depois de tomar a vacina kkkkkkkkkkkk,,https://pbs.twimg.com/media/EsDoVSLWMAAw_an?format=jpg&name=small,,,
VEM VACINA,@vinaquino_,2021-01-19T02:09:31.000Z,cloroquina é o caralho meu nome é zé gotinha porra,,https://pbs.twimg.com/media/EsD2nefXMAIKBII?format=jpg&name=360x360,,,3
Makevinho - Code: makevinho #ad,@Makevinho,2021-01-17T18:27:47.000Z,Vem vacina!!!!!,"Anvisa aprova uso emergencial das vacinas CoronaVac e AstraZeneca no Brasil
A Anvisa (Agência Nacional de Vigilância Sanitária) aprovou na tarde de hoje os pedidos de...
noticias.uol.com.br",https://pbs.twimg.com/card_img/1349251617699332098/K8qLXC4K?format=jpg&name=small,3.0,,13
Eduardo santos,@edwards765,2021-01-19T01:00:00.000Z,"O choro 
 não foi pela vacina 
 
#ForaDoria",,https://pbs.twimg.com/media/EsDms6KXIAA9855?format=jpg&name=small,,,
